Crop,State,year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Sesamum,Arunachal Pradesh,2020,2060.00,1854.00,900.00,6855,7.532816092,185.6416667
Sesamum,Assam,2020,12128.00,8174.27,674.00,6855,6.03566092,185.6416667
Sesamum,Bihar,2020,1142.00,998.11,874.00,6855,3.886293103,185.6416667
Sesamum,Chhattisgarh,2020,13630.00,6078.98,446.00,6855,4.031810345,185.6416667
Sesamum,Gujarat,2020,173960.00,82283.08,473.00,6855,2.988994253,185.6416667
Sesamum,Haryana,2020,1740.00,783.00,450.00,6855,1.379454023,185.6416667
Sesamum,Himachal Pradesh,2020,1943.00,569.30,293.00,6855,2.65066092,185.6416667
Sesamum,Jammu And Kashmir,2020,2750.00,1105.50,402.00,6855,3.958965517,185.6416667
Sesamum,Jharkhand,2020,5647.00,2196.68,389.00,6855,3.297471264,185.6416667
Sesamum,Karnataka,2020,22000.00,20262.00,921.00,6855,3.477413793,185.6416667
Sesamum,Kerala,2020,595.00,147.56,248.00,6855,7.146005747,185.6416667
Sesamum,Madhya Pradesh,2020,424000.00,195040.00,460.00,6855,2.917011494,185.6416667
Sesamum,Maharashtra,2020,28700.00,6514.90,227.00,6855,3.371494253,185.6416667
Sesamum,Meghalaya,2020,2386.00,2235.68,937.00,6855,13.48772989,185.6416667
Sesamum,Mizoram,2020,686.00,513.81,749.00,6855,4.523735632,185.6416667
Sesamum,Nagaland,2020,3750.00,2321.25,619.00,6855,4.339712644,185.6416667
Sesamum,Odisha,2020,21330.00,5268.51,247.00,6855,4.300517241,185.6416667
Sesamum,Puducherry,2020,188.00,153.03,814.00,6855,4.280287356,185.6416667
Sesamum,Punjab,2020,2500.00,960.00,384.00,6855,1.616724138,185.6416667
Sesamum,Rajasthan,2020,305879.00,126022.15,412.00,6855,1.255114943,185.6416667
Sesamum,Tamil Nadu,2020,52690.00,34459.26,654.00,6855,2.749683908,185.6416667
Sesamum,Telangana,2020,23000.00,14881.00,647.00,6855,3.69658046,185.6416667
Sesamum,Tripura,2020,5862.00,3968.57,677.00,6855,5.606178161,185.6416667
Sesamum,Uttar Pradesh,2020,317000.00,98270.00,310.00,6855,2.165373563,185.6416667
Sesamum,Uttarakhand,2020,2000.00,530.00,265.00,6855,3.795,185.6416667
Sesamum,West Bengal,2020,259098.00,192509.81,743.00,6855,5.26408046,185.6416667
Small Millets,Andhra Pradesh,2020,22000.00,19008.00,864.00,5840,3.367614943,171.2583333
Small Millets,Assam,2020,4973.00,3262.29,656.00,5837,6.03566092,171.2583333
Small Millets,Bihar,2020,2174.00,1637.02,753.00,5837,3.886293103,171.2583333
Small Millets,Chhattisgarh,2020,84620.00,21831.96,258.00,5837,4.031810345,171.2583333
Small Millets,Gujarat,2020,8460.00,13036.86,1541.00,5510,2.988994253,171.2583333
Small Millets,Himachal Pradesh,2020,2405.00,2337.66,972.00,5806,2.65066092,171.2583333
Small Millets,Jammu And Kashmir,2020,8110.00,2141.04,264.00,5837,3.958965517,171.2583333
Small Millets,Karnataka,2020,26000.00,20228.00,778.00,5837,3.477413793,171.2583333
Small Millets,Kerala,2020,50.00,37.25,745.00,5837,7.146005747,171.2583333
Small Millets,Madhya Pradesh,2020,78000.00,69420.00,890.00,5840,2.917011494,171.2583333
Small Millets,Maharashtra,2020,37000.00,16724.00,452.00,5837,3.371494253,171.2583333
Small Millets,Meghalaya,2020,2893.00,2722.31,941.00,5840,13.48772989,171.2583333
Small Millets,Nagaland,2020,8830.00,9977.90,1130.00,5800,4.339712644,171.2583333
Small Millets,Odisha,2020,35250.00,18012.75,511.00,5837,4.300517241,171.2583333
Small Millets,Rajasthan,2020,6501.00,4290.66,660.00,5837,1.255114943,171.2583333
Small Millets,Tamil Nadu,2020,24470.00,30514.09,1247.00,5835,2.749683908,171.2583333
Small Millets,Telangana,2020,0.00,0.00,0.00,5837,3.69658046,171.2583333
Small Millets,Tripura,2020,1617.00,1295.22,801.00,5842,5.606178161,171.2583333
Small Millets,Uttar Pradesh,2020,12000.00,9180.00,765.00,5837,2.165373563,171.2583333
Small Millets,Uttarakhand,2020,49000.00,71001.00,1449.00,5833,3.795,171.2583333
Small Millets,West Bengal,2020,761.00,382.02,502.00,5837,5.26408046,171.2583333
Soybean,Andhra Pradesh,2020,2000.00,3088.00,1544.00,3880,3.367614943,167.15
Soybean,Arunachal Pradesh,2020,3139.00,4476.21,1426.00,3880,7.532816092,167.15
Soybean,Bihar,2020,24756.00,11437.27,462.00,3880,3.886293103,167.15
Soybean,Chhattisgarh,2020,68880.00,50557.92,734.00,3880,4.031810345,167.15
Soybean,Gujarat,2020,149170.00,202423.69,1357.00,3880,2.988994253,167.15
Soybean,Himachal Pradesh,2020,517.00,413.08,799.00,3880,2.65066092,167.15
Soybean,Jharkhand,2020,997.00,744.76,747.00,3880,3.297471264,167.15
Soybean,Karnataka,2020,311000.00,376932.00,1212.00,3880,3.477413793,167.15
Soybean,Madhya Pradesh,2020,6674000.00,4264686.00,639.00,3880,2.917011494,167.15
Soybean,Maharashtra,2020,4289700.00,6262962.00,1460.00,3880,3.371494253,167.15
Soybean,Manipur,2020,4904.00,4286.10,874.00,3880,3.669310345,167.15
Soybean,Meghalaya,2020,1878.00,3590.74,1912.00,3880,13.48772989,167.15
Soybean,Mizoram,2020,1249.00,1979.67,1585.00,3880,4.523735632,167.15
Soybean,Nagaland,2020,25190.00,31865.35,1265.00,3880,4.339712644,167.15
Soybean,Rajasthan,2020,1129697.00,1094676.39,969.00,3880,1.255114943,167.15
Soybean,Sikkim,2020,2957.00,2886.03,976.00,3880,9.112873563,167.15
Soybean,Telangana,2020,162000.00,243486.00,1503.00,3880,3.69658046,167.15
Soybean,Uttar Pradesh,2020,58000.00,39846.00,687.00,3880,2.165373563,167.15
Soybean,Uttarakhand,2020,8000.00,9752.00,1219.00,3880,3.795,167.15
Soybean,West Bengal,2020,244.00,206.91,848.00,3880,5.26408046,167.15
Sugarcane,Andaman And Nicobar Islands,2020,0.00,0.00,0.00,285,0,179.45
Sugarcane,Andhra Pradesh,2020,55000.00,4138640.00,75248.00,285,3.367614943,179.45
Sugarcane,Arunachal Pradesh,2020,2151.00,46437.94,21589.00,285,7.532816092,179.45
Sugarcane,Assam,2020,30496.00,1093129.12,35845.00,285,6.03566092,179.45
Sugarcane,Bihar,2020,221119.00,12109803.15,54766.00,285,3.886293103,179.45
Sugarcane,Chhattisgarh,2020,31550.00,1756388.50,55670.00,285,4.031810345,179.45
Sugarcane,Goa,2020,545.00,35633.00,65382.00,285,11.63140805,179.45
Sugarcane,Gujarat,2020,219260.00,16954718.02,77327.00,285,2.988994253,179.45
Sugarcane,Haryana,2020,99000.00,8531721.00,86179.00,285,1.379454023,179.45
Sugarcane,Himachal Pradesh,2020,1468.00,22676.20,15447.00,285,2.65066092,179.45
Sugarcane,Jammu And Kashmir,2020,38.00,84.47,2223.00,285,3.958965517,179.45
Sugarcane,Karnataka,2020,443000.00,42528000.00,96000.00,285,3.477413793,179.45
Sugarcane,Kerala,2020,921.00,106661.01,115810.00,285,7.146005747,179.45
Sugarcane,Madhya Pradesh,2020,95000.00,5440650.00,57270.00,285,2.917011494,179.45
Sugarcane,Maharashtra,2020,1142800.00,105137600.00,92000.00,285,3.371494253,179.45
Sugarcane,Manipur,2020,4940.00,279411.34,56561.00,285,3.669310345,179.45
Sugarcane,Meghalaya,2020,130.00,390.00,3000.00,285,13.48772989,179.45
Sugarcane,Mizoram,2020,1377.00,42959.65,31198.00,285,4.523735632,179.45
Sugarcane,Nagaland,2020,4460.00,203019.20,45520.00,285,4.339712644,179.45
Sugarcane,Odisha,2020,7000.00,381311.00,54473.00,285,4.300517241,179.45
Sugarcane,Puducherry,2020,1336.00,187040.00,140000.00,285,4.280287356,179.45
Sugarcane,Punjab,2020,89300.00,7487001.30,83841.00,285,1.616724138,179.45
Sugarcane,Rajasthan,2020,4977.00,393735.45,79111.00,285,1.255114943,179.45
Sugarcane,Tamil Nadu,2020,127700.00,13284631.00,104030.00,285,2.749683908,179.45
Sugarcane,Telangana,2020,22000.00,1750980.00,79590.00,285,3.69658046,179.45
Sugarcane,Tripura,2020,860.00,48577.96,56486.00,285,5.606178161,179.45
Sugarcane,Uttar Pradesh,2020,2180000.00,178339260.00,81807.00,285,2.165373563,179.45
Sugarcane,Uttarakhand,2020,46000.00,3680000.00,80000.00,285,3.795,179.45
Sugarcane,West Bengal,2020,18803.00,1418253.88,75427.00,285,5.26408046,179.45
Sunflower,Andhra Pradesh,2020,12000.00,8300.00,692.00,5885,3.367614943,119.9333333
Sunflower,Arunachal Pradesh,2020,575.00,478.98,833.00,5885,7.532816092,119.9333333
Sunflower,Bihar,2020,6913.00,9852.82,1425.00,5885,3.886293103,119.9333333
Sunflower,Chhattisgarh,2020,10.00,7.02,702.00,5885,4.031810345,119.9333333
Sunflower,Gujarat,2020,180.00,351.54,1953.00,5885,2.988994253,119.9333333
Sunflower,Haryana,2020,12290.00,24629.16,2004.00,5885,1.379454023,119.9333333
Sunflower,Jharkhand,2020,274.00,162.95,595.00,5885,3.297471264,119.9333333
Sunflower,Karnataka,2020,120000.00,107725.00,898.00,5885,3.477413793,119.9333333
Sunflower,Kerala,2020,1.00,0.30,300.00,5885,7.146005747,119.9333333
Sunflower,Maharashtra,2020,26050.00,12148.65,466.00,5885,3.371494253,119.9333333
Sunflower,Nagaland,2020,2730.00,1770.48,649.00,5885,4.339712644,119.9333333
Sunflower,Odisha,2020,18130.00,24489.67,1351.00,5885,4.300517241,119.9333333
Sunflower,Punjab,2020,2400.00,4488.00,1870.00,5885,1.616724138,119.9333333
Sunflower,Tamil Nadu,2020,5840.00,3183.96,545.00,5885,2.749683908,119.9333333
Sunflower,Telangana,2020,7000.00,16394.00,2342.00,5885,3.69658046,119.9333333
Sunflower,Uttar Pradesh,2020,4000.00,5488.00,1372.00,5885,2.165373563,119.9333333
Sunflower,West Bengal,2020,7308.00,8572.28,1173.00,5885,5.26408046,119.9333333
Tobacco,Andhra Pradesh,2020,426582.74,3319789.53,9817.03,1961,3.367614943,113.6
Tobacco,Assam,2020,263866.99,2406602.35,9182.61,1961,6.03566092,113.6
Tobacco,Bihar,2020,394950.19,3142262.51,9693.70,1961,3.886293103,113.6
Tobacco,Chhattisgarh,2020,386075.55,3092456.59,9659.10,1961,4.031810345,113.6
Tobacco,Gujarat,2020,449673.63,3449379.33,9907.06,1961,2.988994253,113.6
Tobacco,Karnataka,2020,419886.45,3282208.88,9790.92,1961,3.477413793,113.6
Tobacco,Kerala,2020,196150.55,2026566.67,8918.59,1961,7.146005747,113.6
Tobacco,Maharashtra,2020,426346.15,3318461.76,9816.11,1961,3.371494253,113.6
Tobacco,Meghalaya,2020,190611.29,144003.56,7410.63,2843,13.48772989,113.6
Tobacco,Mizoram,2020,356074.57,2924086.23,9542.12,1961,4.523735632,113.6
Tobacco,Odisha,2020,369687.96,3000486.78,9595.20,1961,4.300517241,113.6
Tobacco,Tamil Nadu,2020,464268.41,3531287.64,9963.97,1961,2.749683908,113.6
Tobacco,Telangana,2020,406520.16,3207195.11,9738.81,1961,3.69658046,113.6
Tobacco,Uttar Pradesh,2020,499903.67,3731278.47,10102.91,1961,2.165373563,113.6
Tobacco,West Bengal,2020,310923.26,2670689.77,9366.08,1961,5.26408046,113.6
Tur,Andaman And Nicobar Islands,2020,2.10,0.21,100.00,6000,0,160.9166667
Tur,Andhra Pradesh,2020,231000.00,83853.00,363.00,6000,3.367614943,160.9166667
Tur,Arunachal Pradesh,2020,0.00,0.00,0.00,6000,7.532816092,160.9166667
Tur,Assam,2020,6037.00,5167.67,856.00,6000,6.03566092,160.9166667
Tur,Bihar,2020,14603.00,23452.42,1606.00,6000,3.886293103,160.9166667
Tur,Chhattisgarh,2020,45360.00,27170.64,599.00,6000,4.031810345,160.9166667
Tur,Gujarat,2020,241020.00,285849.72,1186.00,6000,2.988994253,160.9166667
Tur,Haryana,2020,820.00,1025.00,1250.00,6000,1.379454023,160.9166667
Tur,Himachal Pradesh,2020,8.00,7.00,875.00,6000,2.65066092,160.9166667
Tur,Jharkhand,2020,235390.00,259870.56,1104.00,6000,3.297471264,160.9166667
Tur,Karnataka,2020,1631000.00,1237929.00,759.00,6000,3.477413793,160.9166667
Tur,Kerala,2020,201.00,331.05,1647.00,6000,7.146005747,160.9166667
Tur,Madhya Pradesh,2020,219000.00,285795.00,1305.00,6000,2.917011494,160.9166667
Tur,Maharashtra,2020,1274020.00,1327528.84,1042.00,6000,3.371494253,160.9166667
Tur,Manipur,2020,560.00,570.08,1018.00,6000,3.669310345,160.9166667
Tur,Meghalaya,2020,1189.00,1548.08,1302.00,6000,13.48772989,160.9166667
Tur,Mizoram,2020,404.00,416.12,1030.00,6000,4.523735632,160.9166667
Tur,Nagaland,2020,3210.00,2949.99,919.00,6000,4.339712644,160.9166667
Tur,Odisha,2020,129690.00,151218.54,1166.00,6000,4.300517241,160.9166667
Tur,Punjab,2020,1800.00,2093.40,1163.00,6000,1.616724138,160.9166667
Tur,Rajasthan,2020,7770.00,6829.83,879.00,6000,1.255114943,160.9166667
Tur,Tamil Nadu,2020,47330.00,49629.29,1049.00,6000,2.749683908,160.9166667
Tur,Telangana,2020,325700.00,252417.50,775.00,6000,3.69658046,160.9166667
Tur,Tripura,2020,4840.00,3775.20,780.00,6000,5.606178161,160.9166667
Tur,Uttar Pradesh,2020,296000.00,297480.00,1005.00,6000,2.165373563,160.9166667
Tur,Uttarakhand,2020,3000.00,3555.00,1185.00,6000,3.795,160.9166667
Tur,West Bengal,2020,4491.00,5434.11,1210.00,6000,5.26408046,160.9166667
Urad,Andaman And Nicobar Islands,2020,412.60,165.04,400.00,6000,0,182.5416667
Urad,Andhra Pradesh,2020,393000.00,364917.00,929.00,6000,3.367614943,182.5416667
Urad,Arunachal Pradesh,2020,2606.00,2471.85,949.00,6000,7.532816092,182.5416667
Urad,Assam,2020,56189.00,36579.04,651.00,6000,6.03566092,182.5416667
Urad,Bihar,2020,10566.00,9403.74,890.00,6000,3.886293103,182.5416667
Urad,Chhattisgarh,2020,83210.00,30828.70,370.00,6000,4.031810345,182.5416667
Urad,Gujarat,2020,117440.00,87553.78,746.00,6000,2.988994253,182.5416667
Urad,Haryana,2020,240.00,134.40,560.00,6000,1.379454023,182.5416667
Urad,Himachal Pradesh,2020,6976.00,5015.74,719.00,6000,2.65066092,182.5416667
Urad,Jammu And Kashmir,2020,0.00,0.00,0.00,6000,3.958965517,182.5416667
Urad,Jharkhand,2020,131676.00,114821.47,872.00,6000,3.297471264,182.5416667
Urad,Karnataka,2020,89005.00,51245.00,576.00,6000,3.477413793,182.5416667
Urad,Kerala,2020,77411.18,831118.27,93.11,6000,7.146005747,182.5416667
Urad,Madhya Pradesh,2020,1314000.00,447807.00,341.00,6000,2.917011494,182.5416667
Urad,Maharashtra,2020,356400.00,226670.40,636.00,6000,3.371494253,182.5416667
Urad,Manipur,2020,1358.00,1394.67,1027.00,6000,3.669310345,182.5416667
Urad,Nagaland,2020,830.00,679.77,819.00,6000,4.339712644,182.5416667
Urad,Odisha,2020,74500.00,25611.48,344.00,6000,4.300517241,182.5416667
Urad,Puducherry,2020,457.00,276.82,606.00,6000,4.280287356,182.5416667
Urad,Punjab,2020,2000.00,1228.00,614.00,6000,1.616724138,182.5416667
Urad,Rajasthan,2020,411204.00,160369.56,390.00,6000,1.255114943,182.5416667
Urad,Sikkim,2020,2855.00,2683.70,940.00,6000,9.112873563,182.5416667
Urad,Tamil Nadu,2020,402190.00,224970.87,559.00,6000,2.749683908,182.5416667
Urad,Telangana,2020,38000.00,49894.00,1313.00,6000,3.69658046,182.5416667
Urad,Tripura,2020,9305.00,7005.28,753.00,6000,5.606178161,182.5416667
Urad,Uttar Pradesh,2020,554000.00,317362.00,573.00,6000,2.165373563,182.5416667
Urad,Uttarakhand,2020,12000.00,12828.00,1069.00,6000,3.795,182.5416667
Urad,West Bengal,2020,72085.00,47661.49,661.00,6000,5.26408046,182.5416667
Wheat,Arunachal Pradesh,2020,3930.00,7742.10,1970.00,1975,7.532816092,157.0166667
Wheat,Assam,2020,9342.00,12882.62,1379.00,1975,6.03566092,157.0166667
Wheat,Bihar,2020,2222503.00,6149665.80,2767.00,1975,3.886293103,157.0166667
Wheat,Chandigarh,2020,546.00,2457.00,4500.00,1975,2.492528736,157.0166667
Wheat,Chhattisgarh,2020,160130.00,248361.63,1551.00,1975,4.031810345,157.0166667
Wheat,Delhi,2020,19180.00,83624.80,4360.00,1975,1.394885057,157.0166667
Wheat,Gujarat,2020,1017000.00,3259485.00,3205.00,1975,2.988994253,157.0166667
Wheat,Haryana,2020,2564000.00,12394376.00,4834.00,1975,1.379454023,157.0166667
Wheat,Himachal Pradesh,2020,333148.00,570349.38,1712.00,1975,2.65066092,157.0166667
Wheat,Jammu And Kashmir,2020,243754.00,483851.69,1985.00,1975,3.958965517,157.0166667
Wheat,Jharkhand,2020,232762.00,543964.79,2337.00,1975,3.297471264,157.0166667
Wheat,Karnataka,2020,203000.00,262073.00,1291.00,1975,3.477413793,157.0166667
Wheat,Ladakh,2020,4484.00,7174.40,1600.00,1975,1.872557471,157.0166667
Wheat,Madhya Pradesh,2020,6083000.00,18182087.00,2989.00,1975,2.917011494,157.0166667
Wheat,Maharashtra,2020,1126200.00,2071081.80,1839.00,1975,3.371494253,157.0166667
Wheat,Manipur,2020,2300.00,5830.50,2535.00,1975,3.669310345,157.0166667
Wheat,Meghalaya,2020,464.00,897.84,1935.00,1975,13.48772989,157.0166667
Wheat,Nagaland,2020,3430.00,6290.62,1834.00,1975,4.339712644,157.0166667
Wheat,Odisha,2020,180.00,295.20,1640.00,1975,4.300517241,157.0166667
Wheat,Punjab,2020,3530400.00,17185987.20,4868.00,1975,1.616724138,157.0166667
Wheat,Rajasthan,2020,3002000.00,11035352.00,3676.00,1975,1.255114943,157.0166667
Wheat,Sikkim,2020,104.00,120.02,1154.00,1975,9.112873563,157.0166667
Wheat,Telangana,2020,6000.00,15840.00,2640.00,1975,3.69658046,157.0166667
Wheat,Tripura,2020,28.00,57.99,2071.00,1975,5.606178161,157.0166667
Wheat,Uttar Pradesh,2020,9852000.00,35506608.00,3604.00,1975,2.165373563,157.0166667
Wheat,Uttarakhand,2020,312000.00,955344.00,3062.00,1975,3.795,157.0166667
Wheat,West Bengal,2020,193271.00,594694.87,3077.00,1975,5.26408046,157.0166667
Bajra,Andhra Pradesh,2021,31000.00,55397.00,1787.00,2250,3.265112994,157.4083333
Bajra,Bihar,2021,2889.00,3293.46,1140.00,2250,4.190960452,157.4083333
Bajra,Chhattisgarh,2021,60.00,25.74,429.00,2250,3.365649718,157.4083333
Bajra,Dadra And Nagar Haveli,2021,90506.38,0.00,5781.67,2250,8.141299435,157.4083333
Bajra,Delhi,2021,1365.00,3749.66,2747.00,2250,2.746836158,157.4083333
Bajra,Gujarat,2021,446210.00,1089644.82,2442.00,2250,2.123700565,157.4083333
Bajra,Haryana,2021,483100.00,1119825.80,2318.00,2250,1.925847458,157.4083333
Bajra,Himachal Pradesh,2021,568.00,290.82,512.00,2250,2.939745763,157.4083333
Bajra,Jammu And Kashmir,2021,8697.00,5174.72,595.00,2250,2.869689266,157.4083333
Bajra,Jharkhand,2021,141.00,87.14,618.00,2250,4.018644068,157.4083333
Bajra,Karnataka,2021,148000.00,171384.00,1158.00,2250,3.780367232,157.4083333
Bajra,Kerala,2021,44718.00,0.00,5747.40,2250,8.892090395,157.4083333
Bajra,Madhya Pradesh,2021,343000.00,868819.00,2533.00,2250,2.906949153,157.4083333
Bajra,Maharashtra,2021,666720.00,618716.16,928.00,2250,3.662909605,157.4083333
Bajra,Nagaland,2021,650.00,488.80,752.00,2250,2.868022599,157.4083333
Bajra,Odisha,2021,1560.00,959.40,615.00,2250,3.970112994,157.4083333
Bajra,Puducherry,2021,14.00,37.00,2643.00,2250,6.05759887,157.4083333
Bajra,Punjab,2021,1200.00,762.00,635.00,2250,1.77740113,157.4083333
Bajra,Rajasthan,2021,3736100.00,3739836.10,1001.00,2250,1.599435028,157.4083333
Bajra,Tamil Nadu,2021,59960.00,146122.52,2437.00,2250,3.979717514,157.4083333
Bajra,Telangana,2021,4000.00,4044.00,1011.00,2250,3.251638418,157.4083333
Bajra,Uttar Pradesh,2021,905000.00,1951180.00,2156.00,2250,2.842146893,157.4083333
Bajra,West Bengal,2021,72.00,30.82,428.00,2250,5.570225989,157.4083333
Barley,Bihar,2021,6954.00,12371.17,1779.00,1635,4.190960452,159.9833333
Barley,Chhattisgarh,2021,1170.00,957.06,818.00,1635,3.365649718,159.9833333
Barley,Delhi,2021,50.00,200.00,4000.00,1635,2.746836158,159.9833333
Barley,Haryana,2021,3290.00,10649.73,3237.00,1635,1.925847458,159.9833333
Barley,Himachal Pradesh,2021,18112.00,31388.10,1733.00,1635,2.939745763,159.9833333
Barley,Jammu And Kashmir,2021,7140.00,4669.56,654.00,1635,2.869689266,159.9833333
Barley,Ladakh,2021,9970.97,21936.13,2200.00,1635,1.052090395,159.9833333
Barley,Madhya Pradesh,2021,16000.00,32480.00,2030.00,1635,2.906949153,159.9833333
Barley,Punjab,2021,5000.00,15480.00,3096.00,1635,1.77740113,159.9833333
Barley,Rajasthan,2021,200465.00,711049.36,3547.00,1635,1.599435028,159.9833333
Barley,Sikkim,2021,0.00,0.00,0.00,1635,8.748785311,159.9833333
Barley,Uttar Pradesh,2021,165000.00,500610.00,3034.00,1635,2.842146893,159.9833333
Barley,Uttarakhand,2021,20000.00,29280.00,1464.00,1635,4.910141243,159.9833333
Barley,West Bengal,2021,173.00,287.01,1659.00,1635,5.570225989,159.9833333
Castorseed,Andhra Pradesh,2021,15000.00,3495.00,233.00,5766,3.265112994,118.2666667
Castorseed,Assam,2021,702.00,322.00,459.00,5766,4.238022599,118.2666667
Castorseed,Bihar,2021,81.00,79.00,975.00,5736,4.190960452,118.2666667
Castorseed,Gujarat,2021,650270.00,1401332.00,2155.00,1995,2.123700565,118.2666667
Castorseed,Haryana,2021,700.00,596.00,851.00,5767,1.925847458,118.2666667
Castorseed,Jharkhand,2021,82.00,45.00,549.00,5766,4.018644068,118.2666667
Castorseed,Karnataka,2021,2000.00,1836.00,918.00,5767,3.780367232,118.2666667
Castorseed,Madhya Pradesh,2021,2000.00,756.00,378.00,5766,2.906949153,118.2666667
Castorseed,Maharashtra,2021,2920.00,876.00,300.00,5766,3.662909605,118.2666667
Castorseed,Meghalaya,2021,72.00,65.00,903.00,5768,9.194463277,118.2666667
Castorseed,Nagaland,2021,1.00,1.00,1000.00,5768,2.868022599,118.2666667
Castorseed,Odisha,2021,7640.00,4767.00,624.00,5766,3.970112994,118.2666667
Castorseed,Rajasthan,2021,139100.00,198774.00,1429.00,5701,1.599435028,118.2666667
Castorseed,Tamil Nadu,2021,6410.00,2000.00,312.00,5766,3.979717514,118.2666667
Castorseed,Telangana,2021,4000.00,3816.00,954.00,5767,3.251638418,118.2666667
Cotton,Andhra Pradesh,2021,554000.00,1707623.53,524.00,6025,3.265112994,127.5666667
Cotton,Assam,2021,732.00,376.47,87.00,6025,4.238022599,127.5666667
Cotton,Chhattisgarh,2021,3890.00,7529.41,329.00,6025,3.365649718,127.5666667
Cotton,Gujarat,2021,2283700.00,7509341.18,559.00,6025,2.123700565,127.5666667
Cotton,Haryana,2021,635600.00,1316064.71,352.00,6025,1.925847458,127.5666667
Cotton,Karnataka,2021,674000.00,1954600.00,493.00,6025,3.780367232,127.5666667
Cotton,Kerala,2021,4.00,23.53,1000.00,6025,8.892090395,127.5666667
Cotton,Madhya Pradesh,2021,560000.00,1419764.71,431.00,6025,2.906949153,127.5666667
