Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Sunflower,Punjab,2020,2400,4488,1870,5885,1.616724138,119.9333333
Sunflower,Tamil Nadu,2020,5840,3183.96,545,5885,2.749683908,119.9333333
Sunflower,Telangana,2020,7000,16394,2342,5885,3.69658046,119.9333333
Sunflower,Uttar Pradesh,2020,4000,5488,1372,5885,2.165373563,119.9333333
Sunflower,West Bengal,2020,7308,8572.28,1173,5885,5.26408046,119.9333333
Tobacco,Andhra Pradesh,2020,426582.7389,3319789.528,9817.032397,1960.77,3.367614943,113.6
Tobacco,Assam,2020,263866.9925,2406602.35,9182.612407,1960.77,6.03566092,113.6
Tobacco,Bihar,2020,394950.1865,3142262.51,9693.698767,1960.77,3.886293103,113.6
Tobacco,Chhattisgarh,2020,386075.5469,3092456.592,9659.097022,1960.77,4.031810345,113.6
Tobacco,Gujarat,2020,449673.6259,3449379.334,9907.062529,1960.77,2.988994253,113.6
Tobacco,Karnataka,2020,419886.4518,3282208.878,9790.923931,1960.77,3.477413793,113.6
Tobacco,Kerala,2020,196150.548,2026566.672,8918.589612,1960.77,7.146005747,113.6
Tobacco,Maharashtra,2020,426346.152,3318461.764,9816.109957,1960.77,3.371494253,113.6
Tobacco,Meghalaya,2020,-190611.2941,-144003.5593,7410.625882,2842.73,13.48772989,113.6
Tobacco,Mizoram,2020,356074.5683,2924086.231,9542.124812,1960.77,4.523735632,113.6
Tobacco,Odisha,2020,369687.957,3000486.778,9595.202686,1960.77,4.300517241,113.6
Tobacco,Tamil Nadu,2020,464268.4124,3531287.644,9963.966821,1960.77,2.749683908,113.6
Tobacco,Telangana,2020,406520.165,3207195.107,9738.809494,1960.77,3.69658046,113.6
Tobacco,Uttar Pradesh,2020,499903.6656,3731278.469,10102.90677,1960.77,2.165373563,113.6
Tobacco,West Bengal,2020,310923.262,2670689.771,9366.082284,1960.77,5.26408046,113.6
Tur,Andaman And Nicobar Islands,2020,2.1,0.21,100,6000,0,160.9166667
Tur,Andhra Pradesh,2020,231000,83853,363,6000,3.367614943,160.9166667
Tur,Arunachal Pradesh,2020,0,0,0,6000,7.532816092,160.9166667
Tur,Assam,2020,6037,5167.67,856,6000,6.03566092,160.9166667
Tur,Bihar,2020,14603,23452.42,1606,6000,3.886293103,160.9166667
Tur,Chhattisgarh,2020,45360,27170.64,599,6000,4.031810345,160.9166667
Tur,Gujarat,2020,241020,285849.72,1186,6000,2.988994253,160.9166667
Tur,Haryana,2020,820,1025,1250,6000,1.379454023,160.9166667
Tur,Himachal Pradesh,2020,8,7,875,6000,2.65066092,160.9166667
Tur,Jharkhand,2020,235390,259870.56,1104,6000,3.297471264,160.9166667
Tur,Karnataka,2020,1631000,1237929,759,6000,3.477413793,160.9166667
Tur,Kerala,2020,201,331.05,1647,6000,7.146005747,160.9166667
Tur,Madhya Pradesh,2020,219000,285795,1305,6000,2.917011494,160.9166667
Tur,Maharashtra,2020,1274020,1327528.84,1042,6000,3.371494253,160.9166667
Tur,Manipur,2020,560,570.08,1018,6000,3.669310345,160.9166667
Tur,Meghalaya,2020,1189,1548.08,1302,6000,13.48772989,160.9166667
Tur,Mizoram,2020,404,416.12,1030,6000,4.523735632,160.9166667
Tur,Nagaland,2020,3210,2949.99,919,6000,4.339712644,160.9166667
Tur,Odisha,2020,129690,151218.54,1166,6000,4.300517241,160.9166667
Tur,Punjab,2020,1800,2093.4,1163,6000,1.616724138,160.9166667
Tur,Rajasthan,2020,7770,6829.83,879,6000,1.255114943,160.9166667
Tur,Tamil Nadu,2020,47330,49629.29,1049,6000,2.749683908,160.9166667
Tur,Telangana,2020,325700,252417.5,775,6000,3.69658046,160.9166667
Tur,Tripura,2020,4840,3775.2,780,6000,5.606178161,160.9166667
Tur,Uttar Pradesh,2020,296000,297480,1005,6000,2.165373563,160.9166667
Tur,Uttarakhand,2020,3000,3555,1185,6000,3.795,160.9166667
Tur,West Bengal,2020,4491,5434.11,1210,6000,5.26408046,160.9166667
Urad,Andaman And Nicobar Islands,2020,412.6,165.04,400,6000,0,182.5416667
Urad,Andhra Pradesh,2020,393000,364917,929,6000,3.367614943,182.5416667
Urad,Arunachal Pradesh,2020,2606,2471.85,949,6000,7.532816092,182.5416667
Urad,Assam,2020,56189,36579.04,651,6000,6.03566092,182.5416667
Urad,Bihar,2020,10566,9403.74,890,6000,3.886293103,182.5416667
Urad,Chhattisgarh,2020,83210,30828.7,370,6000,4.031810345,182.5416667
Urad,Gujarat,2020,117440,87553.78,746,6000,2.988994253,182.5416667
Urad,Haryana,2020,240,134.4,560,6000,1.379454023,182.5416667
Urad,Himachal Pradesh,2020,6976,5015.74,719,6000,2.65066092,182.5416667
Urad,Jammu And Kashmir,2020,0,0,0,6000,3.958965517,182.5416667
Urad,Jharkhand,2020,131676,114821.47,872,6000,3.297471264,182.5416667
Urad,Karnataka,2020,89005,51245,576,6000,3.477413793,182.5416667
Urad,Kerala,2020,77411.18274,-831118.2685,-93.11098785,6000,7.146005747,182.5416667
Urad,Madhya Pradesh,2020,1314000,447807,341,6000,2.917011494,182.5416667
Urad,Maharashtra,2020,356400,226670.4,636,6000,3.371494253,182.5416667
Urad,Manipur,2020,1358,1394.67,1027,6000,3.669310345,182.5416667
Urad,Nagaland,2020,830,679.77,819,6000,4.339712644,182.5416667
Urad,Odisha,2020,74500,25611.48,344,6000,4.300517241,182.5416667
Urad,Puducherry,2020,457,276.82,606,6000,4.280287356,182.5416667
Urad,Punjab,2020,2000,1228,614,6000,1.616724138,182.5416667
Urad,Rajasthan,2020,411204,160369.56,390,6000,1.255114943,182.5416667
Urad,Sikkim,2020,2855,2683.7,940,6000,9.112873563,182.5416667
Urad,Tamil Nadu,2020,402190,224970.87,559,6000,2.749683908,182.5416667
Urad,Telangana,2020,38000,49894,1313,6000,3.69658046,182.5416667
Urad,Tripura,2020,9305,7005.28,753,6000,5.606178161,182.5416667
Urad,Uttar Pradesh,2020,554000,317362,573,6000,2.165373563,182.5416667
Urad,Uttarakhand,2020,12000,12828,1069,6000,3.795,182.5416667
Urad,West Bengal,2020,72085,47661.49,661,6000,5.26408046,182.5416667
Wheat,Arunachal Pradesh,2020,3930,7742.1,1970,1975,7.532816092,157.0166667
Wheat,Assam,2020,9342,12882.62,1379,1975,6.03566092,157.0166667
Wheat,Bihar,2020,2222503,6149665.8,2767,1975,3.886293103,157.0166667
Wheat,Chandigarh,2020,546,2457,4500,1975,2.492528736,157.0166667
Wheat,Chhattisgarh,2020,160130,248361.63,1551,1975,4.031810345,157.0166667
Wheat,Delhi,2020,19180,83624.8,4360,1975,1.394885057,157.0166667
Wheat,Gujarat,2020,1017000,3259485,3205,1975,2.988994253,157.0166667
Wheat,Haryana,2020,2564000,12394376,4834,1975,1.379454023,157.0166667
Wheat,Himachal Pradesh,2020,333148,570349.38,1712,1975,2.65066092,157.0166667
Wheat,Jammu And Kashmir,2020,243754,483851.69,1985,1975,3.958965517,157.0166667
Wheat,Jharkhand,2020,232762,543964.79,2337,1975,3.297471264,157.0166667
Wheat,Karnataka,2020,203000,262073,1291,1975,3.477413793,157.0166667
Wheat,Ladakh,2020,4484,7174.4,1600,1975,1.872557471,157.0166667
Wheat,Madhya Pradesh,2020,6083000,18182087,2989,1975,2.917011494,157.0166667
Wheat,Maharashtra,2020,1126200,2071081.8,1839,1975,3.371494253,157.0166667
Wheat,Manipur,2020,2300,5830.5,2535,1975,3.669310345,157.0166667
Wheat,Meghalaya,2020,464,897.84,1935,1975,13.48772989,157.0166667
Wheat,Nagaland,2020,3430,6290.62,1834,1975,4.339712644,157.0166667
Wheat,Odisha,2020,180,295.2,1640,1975,4.300517241,157.0166667
Wheat,Punjab,2020,3530400,17185987.2,4868,1975,1.616724138,157.0166667
Wheat,Rajasthan,2020,3002000,11035352,3676,1975,1.255114943,157.0166667
Wheat,Sikkim,2020,104,120.02,1154,1975,9.112873563,157.0166667
Wheat,Telangana,2020,6000,15840,2640,1975,3.69658046,157.0166667
Wheat,Tripura,2020,28,57.99,2071,1975,5.606178161,157.0166667
Wheat,Uttar Pradesh,2020,9852000,35506608,3604,1975,2.165373563,157.0166667
Wheat,Uttarakhand,2020,312000,955344,3062,1975,3.795,157.0166667
Wheat,West Bengal,2020,193271,594694.87,3077,1975,5.26408046,157.0166667
Bajra,Andhra Pradesh,2021,31000,55397,1787,2250,3.265112994,157.4083333
Bajra,Bihar,2021,2889,3293.46,1140,2250,4.190960452,157.4083333
Bajra,Chhattisgarh,2021,60,25.74,429,2250,3.365649718,157.4083333
Bajra,Dadra And Nagar Haveli,2021,90506.38164,0,5781.671447,2250,8.141299435,157.4083333
Bajra,Delhi,2021,1365,3749.66,2747,2250,2.746836158,157.4083333
Bajra,Gujarat,2021,446210,1089644.82,2442,2250,2.123700565,157.4083333
Bajra,Haryana,2021,483100,1119825.8,2318,2250,1.925847458,157.4083333
Bajra,Himachal Pradesh,2021,568,290.82,512,2250,2.939745763,157.4083333
Bajra,Jammu And Kashmir,2021,8697,5174.72,595,2250,2.869689266,157.4083333
Bajra,Jharkhand,2021,141,87.14,618,2250,4.018644068,157.4083333
Bajra,Karnataka,2021,148000,171384,1158,2250,3.780367232,157.4083333
Bajra,Kerala,2021,44717.99846,0,5747.39598,2250,8.892090395,157.4083333
Bajra,Madhya Pradesh,2021,343000,868819,2533,2250,2.906949153,157.4083333
Bajra,Maharashtra,2021,666720,618716.16,928,2250,3.662909605,157.4083333
Bajra,Nagaland,2021,650,488.8,752,2250,2.868022599,157.4083333
Bajra,Odisha,2021,1560,959.4,615,2250,3.970112994,157.4083333
Bajra,Puducherry,2021,14,37,2643,2250,6.05759887,157.4083333
Bajra,Punjab,2021,1200,762,635,2250,1.77740113,157.4083333
Bajra,Rajasthan,2021,3736100,3739836.1,1001,2250,1.599435028,157.4083333
Bajra,Tamil Nadu,2021,59960,146122.52,2437,2250,3.979717514,157.4083333
Bajra,Telangana,2021,4000,4044,1011,2250,3.251638418,157.4083333
Bajra,Uttar Pradesh,2021,905000,1951180,2156,2250,2.842146893,157.4083333
Bajra,West Bengal,2021,72,30.82,428,2250,5.570225989,157.4083333
Barley,Bihar,2021,6954,12371.17,1779,1635,4.190960452,159.9833333
Barley,Chhattisgarh,2021,1170,957.06,818,1635,3.365649718,159.9833333
Barley,Delhi,2021,50,200,4000,1635,2.746836158,159.9833333
Barley,Haryana,2021,3290,10649.73,3237,1635,1.925847458,159.9833333
Barley,Himachal Pradesh,2021,18112,31388.1,1733,1635,2.939745763,159.9833333
Barley,Jammu And Kashmir,2021,7140,4669.56,654,1635,2.869689266,159.9833333
Barley,Ladakh,2021,9970.97,21936.13,2200,1635,1.052090395,159.9833333
Barley,Madhya Pradesh,2021,16000,32480,2030,1635,2.906949153,159.9833333
Barley,Punjab,2021,5000,15480,3096,1635,1.77740113,159.9833333
Barley,Rajasthan,2021,200465,711049.36,3547,1635,1.599435028,159.9833333
Barley,Sikkim,2021,0,0,0,1635,8.748785311,159.9833333
Barley,Uttar Pradesh,2021,165000,500610,3034,1635,2.842146893,159.9833333
Barley,Uttarakhand,2021,20000,29280,1464,1635,4.910141243,159.9833333
Barley,West Bengal,2021,173,287.01,1659,1635,5.570225989,159.9833333
Castorseed,Andhra Pradesh,2021,15000,3495,233,5765.65,3.265112994,118.2666667
Castorseed,Assam,2021,702,322,459,5765.65,4.238022599,118.2666667
Castorseed,Bihar,2021,81,79,975,5735.5,4.190960452,118.2666667
Castorseed,Gujarat,2021,650270,1401332,2155,1994.6,2.123700565,118.2666667
Castorseed,Haryana,2021,700,596,851,5766.85,1.925847458,118.2666667
Castorseed,Jharkhand,2021,82,45,549,5765.65,4.018644068,118.2666667
Castorseed,Karnataka,2021,2000,1836,918,5766.85,3.780367232,118.2666667
Castorseed,Madhya Pradesh,2021,2000,756,378,5765.65,2.906949153,118.2666667
Castorseed,Maharashtra,2021,2920,876,300,5765.65,3.662909605,118.2666667
Castorseed,Meghalaya,2021,72,65,903,5768.25,9.194463277,118.2666667
Castorseed,Nagaland,2021,1,1,1000,5768.25,2.868022599,118.2666667
Castorseed,Odisha,2021,7640,4767,624,5765.65,3.970112994,118.2666667
Castorseed,Rajasthan,2021,139100,198774,1429,5701.45,1.599435028,118.2666667
Castorseed,Tamil Nadu,2021,6410,2000,312,5765.65,3.979717514,118.2666667
Castorseed,Telangana,2021,4000,3816,954,5766.85,3.251638418,118.2666667
Cotton,Andhra Pradesh,2021,554000,1707623.53,524,6025,3.265112994,127.5666667
Cotton,Assam,2021,732,376.47,87,6025,4.238022599,127.5666667
Cotton,Chhattisgarh,2021,3890,7529.41,329,6025,3.365649718,127.5666667
Cotton,Gujarat,2021,2283700,7509341.18,559,6025,2.123700565,127.5666667
Cotton,Haryana,2021,635600,1316064.71,352,6025,1.925847458,127.5666667
Cotton,Karnataka,2021,674000,1954600,493,6025,3.780367232,127.5666667
Cotton,Kerala,2021,4,23.53,1000,6025,8.892090395,127.5666667
Cotton,Madhya Pradesh,2021,560000,1419764.71,431,6025,2.906949153,127.5666667
Cotton,Maharashtra,2021,4409970,8249235.29,318,6025,3.662909605,127.5666667
Cotton,Meghalaya,2021,7235,8594.12,202,6025,9.194463277,127.5666667
Cotton,Mizoram,2021,0,0,0,6025,4.826723164,127.5666667
Cotton,Nagaland,2021,5,17.65,600,6025,2.868022599,127.5666667
Cotton,Odisha,2021,193110,625905.88,551,6025,3.970112994,127.5666667
Cotton,Puducherry,2021,465,1164.71,426,6025,6.05759887,127.5666667
Cotton,Punjab,2021,251300,645988.24,437,6025,1.77740113,127.5666667
Cotton,Rajasthan,2021,755858,2480994.12,558,6025,1.599435028,127.5666667
Cotton,Tamil Nadu,2021,147910,301911.76,347,6025,3.979717514,127.5666667
Cotton,Telangana,2021,1889000,4878064.71,439,6025,3.251638418,127.5666667
Cotton,Tripura,2021,526,811.76,262,6025,5.003474576,127.5666667
Cotton,Uttar Pradesh,2021,4000,8611.76,366,6025,2.842146893,127.5666667
Cotton,West Bengal,2021,80,252.94,538,6025,5.570225989,127.5666667
Gram,Andhra Pradesh,2021,445000,455235,1023,5230,3.265112994,165.7083333
Gram,Assam,2021,2151,1591.74,740,5230,4.238022599,165.7083333
Gram,Bihar,2021,51640,54376.92,1053,5230,4.190960452,165.7083333
Gram,Chhattisgarh,2021,331630,240431.75,725,5230,3.365649718,165.7083333
Gram,Delhi,2021,2,4,2000,5230,2.746836158,165.7083333
Gram,Gujarat,2021,1101560,2101776.48,1908,5230,2.123700565,165.7083333
Gram,Haryana,2021,38000,45372,1194,5230,1.925847458,165.7083333
Gram,Himachal Pradesh,2021,219,269.59,1231,5230,2.939745763,165.7083333
Gram,Jammu And Kashmir,2021,0,0,0,5230,2.869689266,165.7083333
Gram,Jharkhand,2021,260280,308692.08,1186,5230,4.018644068,165.7083333
Gram,Karnataka,2021,712000,490568,689,5230,3.780367232,165.7083333
Gram,Madhya Pradesh,2021,1936000,2931104,1514,5230,2.906949153,165.7083333
Gram,Maharashtra,2021,2708500,3101232.5,1145,5230,3.662909605,165.7083333
Gram,Manipur,2021,970,900.16,928,5230,2.583022599,165.7083333
Gram,Meghalaya,2021,1869,2003.57,1072,5230,9.194463277,165.7083333
Gram,Nagaland,2021,374,314.16,840,5230,2.868022599,165.7083333
Gram,Odisha,2021,35300,27463.4,778,5230,3.970112994,165.7083333
Gram,Punjab,2021,1800,2185.2,1214,5230,1.77740113,165.7083333
Gram,Rajasthan,2021,2300715,2684934.41,1167,5230,1.599435028,165.7083333
Gram,Tamil Nadu,2021,4070,3768.82,926,5230,3.979717514,165.7083333
Gram,Telangana,2021,159000,224031,1409,5230,3.251638418,165.7083333
Gram,Tripura,2021,71,45.01,634,5230,5.003474576,165.7083333
Gram,Uttar Pradesh,2021,608000,818368,1346,5230,2.842146893,165.7083333
Gram,Uttarakhand,2021,1000,790,790,5230,4.910141243,165.7083333
Gram,West Bengal,2021,39946,48174.88,1206,5230,5.570225989,165.7083333
Groundnut,Andaman And Nicobar Islands,2021,5.5,3,545,5550,0,163.1166667
Groundnut,Andhra Pradesh,2021,825000,516075,626,5550,3.265112994,163.1166667
Groundnut,Arunachal Pradesh,2021,994,987,993,5550,5.32799435,163.1166667
Groundnut,Bihar,2021,668,682,1021,5550,4.190960452,163.1166667
Groundnut,Chhattisgarh,2021,22300,38468,1725,5550,3.365649718,163.1166667
Groundnut,Goa,2021,79,160,2025,5550,10.84036723,163.1166667
Groundnut,Gujarat,2021,1987500,4489646,2259,5550,2.123700565,163.1166667
Groundnut,Haryana,2021,14010,14626,1044,5550,1.925847458,163.1166667
Groundnut,Himachal Pradesh,2021,47,45,957,5550,2.939745763,163.1166667
Groundnut,Jharkhand,2021,25566,29503,1154,5550,4.018644068,163.1166667
Groundnut,Karnataka,2021,576000,487520,846,5550,3.780367232,163.1166667
Groundnut,Kerala,2021,119,157,1319,5550,8.892090395,163.1166667
Groundnut,Madhya Pradesh,2021,390000,671556,1722,5550,2.906949153,163.1166667
Groundnut,Maharashtra,2021,319720,401200,1255,5550,3.662909605,163.1166667
Groundnut,Manipur,2021,3390,2261,667,5550,2.583022599,163.1166667
Groundnut,Nagaland,2021,1020,985,966,5550,2.868022599,163.1166667
Groundnut,Odisha,2021,46160,87731,1901,5550,3.970112994,163.1166667
Groundnut,Puducherry,2021,329,983,2988,5550,6.05759887,163.1166667
Groundnut,Punjab,2021,1400,2779,1985,5550,1.77740113,163.1166667
Groundnut,Rajasthan,2021,795878,1696812,2132,5550,1.599435028,163.1166667
Groundnut,Tamil Nadu,2021,372400,1047318,2812,5550,3.979717514,163.1166667
Groundnut,Telangana,2021,155000,349838,2257,5550,3.251638418,163.1166667
Groundnut,Tripura,2021,1903,2757,1449,5550,5.003474576,163.1166667
Groundnut,Uttar Pradesh,2021,90000,102510,1139,5550,2.842146893,163.1166667
Groundnut,Uttarakhand,2021,1000,1511,1511,5550,4.910141243,163.1166667
Groundnut,West Bengal,2021,74255,188880,2544,5550,5.570225989,163.1166667
Guarseed,Gujarat,2021,114360,74905.8,655,5916.55,2.123700565,171.2583333
Guarseed,Haryana,2021,108050,90978.1,842,5914.9,1.925847458,171.2583333
Guarseed,Punjab,2021,12200,12822.2,1051,5876,1.77740113,171.2583333
Guarseed,Rajasthan,2021,2393559,1002901.22,419,5916.55,1.599435028,171.2583333
Guarseed,Uttar Pradesh,2021,2000,1434,717,5916.55,2.842146893,171.2583333
Jowar,Andhra Pradesh,2021,77000,259606,3372,2738,3.265112994,143.625
Jowar,Bihar,2021,1442,1538.61,1067,2738,4.190960452,143.625
Jowar,Chhattisgarh,2021,1090,909.06,834,2738,3.365649718,143.625
Jowar,Delhi,2021,2890,2748.39,951,2738,2.746836158,143.625
Jowar,Gujarat,2021,42760,57548.9,1346,2738,2.123700565,143.625
Jowar,Haryana,2021,23390,12326.53,527,2738,1.925847458,143.625
Jowar,Jharkhand,2021,1563,1276.97,817,2738,4.018644068,143.625
Jowar,Karnataka,2021,615000,731475,1189,2738,3.780367232,143.625
Jowar,Kerala,2021,194,280.98,1448,2738,8.892090395,143.625
Jowar,Madhya Pradesh,2021,123000,236037,1919,2738,2.906949153,143.625
Jowar,Maharashtra,2021,1648660,1557995.68,945,2738,3.662909605,143.625
Jowar,Nagaland,2021,268,248.97,929,2738,2.868022599,143.625
Jowar,Odisha,2021,6140,3862.06,629,2738,3.970112994,143.625
Jowar,Puducherry,2021,2,5,2500,2738,6.05759887,143.625
Jowar,Rajasthan,2021,619982,535664.45,864,2738,1.599435028,143.625
Jowar,Tamil Nadu,2021,397230,362036.46,911,2738,3.979717514,143.625
Jowar,Telangana,2021,69000,117066,1697,2738,3.251638418,143.625
Jowar,Uttar Pradesh,2021,171000,269838,1578,2738,2.842146893,143.625
Jowar,West Bengal,2021,188,100.96,537,2738,5.570225989,143.625
Jute,Assam,2021,61523,743405.56,2175,4500,4.238022599,280.9833333
Jute,Bihar,2021,51078,713388.89,2514,4500,4.190960452,280.9833333
Jute,Meghalaya,2021,6685,68633.33,1848,4500,9.194463277,280.9833333
Jute,Nagaland,2021,67,811.11,2179,4500,2.868022599,280.9833333
Jute,Odisha,2021,3470,49044.44,2544,4500,3.970112994,280.9833333
Jute,Tripura,2021,433,3894.44,1619,4500,5.003474576,280.9833333
Jute,West Bengal,2021,505988,8182950,2911,4500,5.570225989,280.9833333
Jute & Mesta,Andhra Pradesh,2021,1000,10988.89,1978,1933.46,3.265112994,171.2583333
Jute & Mesta,Assam,2021,64451,761511.11,2127,1933.46,4.238022599,171.2583333
Jute & Mesta,Bihar,2021,63679,852138.89,2409,1933.46,4.190960452,171.2583333
Jute & Mesta,Chhattisgarh,2021,480,938.89,352,5916.55,3.365649718,171.2583333
Jute & Mesta,Meghalaya,2021,11167,95100,1533,5637.9,9.194463277,171.2583333
Jute & Mesta,Nagaland,2021,77,872.22,2039,1933.46,2.868022599,171.2583333
Jute & Mesta,Odisha,2021,7150,67344.44,1695,3587.18,3.970112994,171.2583333
Jute & Mesta,Tripura,2021,725,6455.56,1603,4846.36,5.003474576,171.2583333
Jute & Mesta,West Bengal,2021,518535,8353588.89,2900,1933.46,5.570225989,171.2583333
Lentil,Arunachal Pradesh,2021,464,368.88,795,5500,5.32799435,183.1083333
Lentil,Assam,2021,23462,18488.06,788,5500,4.238022599,183.1083333
Lentil,Bihar,2021,133154,124232.68,933,5500,4.190960452,183.1083333
Lentil,Chhattisgarh,2021,12820,5140.82,401,5500,3.365649718,183.1083333
Lentil,Haryana,2021,510,492.15,965,5500,1.925847458,183.1083333
Lentil,Himachal Pradesh,2021,290,424.27,1463,5500,2.939745763,183.1083333
Lentil,Jharkhand,2021,65455,57600.4,880,5500,4.018644068,183.1083333
Lentil,Ladakh,2021,0,0,0,5500,1.052090395,183.1083333
Lentil,Madhya Pradesh,2021,492000,442308,899,5500,2.906949153,183.1083333
Lentil,Manipur,2021,950,914.85,963,5500,2.583022599,183.1083333
Lentil,Nagaland,2021,152,129.96,855,5500,2.868022599,183.1083333
Lentil,Odisha,2021,11640,6145.92,528,5500,3.970112994,183.1083333
Lentil,Punjab,2021,500,276.5,553,5500,1.77740113,183.1083333
Lentil,Rajasthan,2021,16727,22180,1326,5500,1.599435028,183.1083333
Lentil,Tripura,2021,732,560.71,766,5500,5.003474576,183.1083333
Lentil,Uttar Pradesh,2021,494000,466336,944,5500,2.842146893,183.1083333
Lentil,Uttarakhand,2021,9000,7875,875,5500,4.910141243,183.1083333
Lentil,West Bengal,2021,149822,115213.12,769,5500,5.570225989,183.1083333
Linseed,Assam,2021,4776,2971,622,5966.53,4.238022599,202.15
Linseed,Bihar,2021,5646,4782,847,5964.03,4.190960452,202.15
Linseed,Chhattisgarh,2021,10920,3451,316,5966.53,3.365649718,202.15
Linseed,Himachal Pradesh,2021,129,35,271,5966.53,2.939745763,202.15
Linseed,Jammu And Kashmir,2021,41,97,2366,2454.5,2.869689266,202.15
