Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Other Pulses,Meghalaya,2020,5282,8490,1607,4735.54,13.48772989,3071.55,3659.63
Other Pulses,Mizoram,2020,3883,5520,1422,5841.26,4.523735632,4168,4236.57
Other Pulses,Nagaland,2020,32950,40540,1230,5848.76,4.339712644,4054.36,4463.55
Other Pulses,Odisha,2020,300990,169110,562,5837.26,4.300517241,4677.81,4491.17
Other Pulses,Puducherry,2020,0,0,0,5837.26,4.280287356,4426.37,5502.7
Other Pulses,Punjab,2020,1500,1400,933,5840.46,1.616724138,3093.3,4934.321667
Other Pulses,Rajasthan,2020,1040149,385520,371,5837.26,1.255114943,3068.86,5374.904167
Other Pulses,Sikkim,2020,2284,2269,993,5766.21,9.112873563,3349.58,4304.19
Other Pulses,Tamil Nadu,2020,187190,133760,715,5837.26,2.749683908,4158.8,5463.134167
Other Pulses,Telangana,2020,10000,11000,1100,5800.36,3.69658046,3497.77,4868.86
Other Pulses,Tripura,2020,7379,6222,843,5840.46,5.606178161,3298.83,4586.12
Other Pulses,Uttar Pradesh,2020,361000,562000,1557,4886.11,2.165373563,2516.36,4380.37
Other Pulses,Uttarakhand,2020,35000,35160,1005,5800.21,3.795,3564.58,5000.371667
Other Pulses,West Bengal,2020,115285,141372,1226,5833.26,5.26408046,3716.86,3969.07
Ragi,Andhra Pradesh,2020,33000,39501,1197,3295,3.367614943,1931.55,2325.08
Ragi,Arunachal Pradesh,2020,208038.7965,1974491.44,9295.425407,3295,7.532816092,1443.99,2473.01
Ragi,Bihar,2020,2765,2582.51,934,3295,3.886293103,1897.85,2592.1
Ragi,Chhattisgarh,2020,5480,1654.96,302,3295,4.031810345,1924.99,2960
Ragi,Dadra And Nagar Haveli,2020,845,1395.94,1652,3295,6.606724138,1749.75,2917.1
Ragi,Gujarat,2020,10470,12616.35,1205,3295,2.988994253,1881.98,1430
Ragi,Himachal Pradesh,2020,583,490.89,842,3295,2.65066092,1811.27,2790.72
Ragi,Jammu And Kashmir,2020,0,0,0,3295,3.958965517,1921.56,3238.91
Ragi,Jharkhand,2020,18768,16403.23,874,3295,3.297471264,1837.54,2271.93
Ragi,Karnataka,2020,785000,1369825,1745,3295,3.477413793,2139,2716.385
Ragi,Kerala,2020,230,330.05,1435,3295,7.146005747,1808.1,2588.2
Ragi,Maharashtra,2020,81600,93921.6,1151,3295,3.371494253,2097,3237
Ragi,Nagaland,2020,350,339.85,971,3295,4.339712644,1903.15,2553.48
Ragi,Odisha,2020,41310,32882.76,796,3295,4.300517241,1888.81,2135
Ragi,Puducherry,2020,45,108.99,2422,3295,4.280287356,1514.74,2549
Ragi,Sikkim,2020,111676.0528,1433688.082,8919.712225,3295,9.112873563,1437.65,2438.82
Ragi,Tamil Nadu,2020,82920,288644.52,3481,3295,2.749683908,1471,2970
Ragi,Uttarakhand,2020,89000,129851,1459,3295,3.795,1050,2947.09
Ragi,West Bengal,2020,6029,6469.12,1073,3295,5.26408046,1972.36,2766.76
Rapeseed & Mustard,Andhra Pradesh,2020,1000,641,641,4650,3.367614943,2831.19,4075.03
Rapeseed & Mustard,Arunachal Pradesh,2020,28290,29110.41,1029,4650,7.532816092,3010.92,3198.35
Rapeseed & Mustard,Assam,2020,286353,185270.39,647,4650,6.03566092,4195,3521.97
Rapeseed & Mustard,Bihar,2020,75137,95499.13,1271,4650,3.886293103,1904,3667.88
Rapeseed & Mustard,Chhattisgarh,2020,36220,18725.74,517,4650,4.031810345,2832.44,3585.44
Rapeseed & Mustard,Delhi,2020,3640,4590.04,1261,4650,1.394885057,2726.08,3104.25
Rapeseed & Mustard,Gujarat,2020,214670,424187.92,1976,4650,2.988994253,2140,3563.1
Rapeseed & Mustard,Haryana,2020,647500,1313130,2028,4650,1.379454023,1788,3265.2875
Rapeseed & Mustard,Himachal Pradesh,2020,8278,6763.13,817,4650,2.65066092,2719.56,3617.76
Rapeseed & Mustard,Jammu And Kashmir,2020,48220,31680.54,657,4650,3.958965517,2538.82,3609.27
Rapeseed & Mustard,Jharkhand,2020,430729,343721.74,798,4650,3.297471264,2682.32,3788.2
Rapeseed & Mustard,Kerala,2020,90651.34843,-408935.5722,1209.393325,4650,7.146005747,3112.23,3920.2
Rapeseed & Mustard,Ladakh,2020,412262.4,1395997.849,2463.337608,4650,1.872557471,2070.08,3425.79
Rapeseed & Mustard,Madhya Pradesh,2020,749000,1307005,1745,4650,2.917011494,1475,3381.9
Rapeseed & Mustard,Maharashtra,2020,24940,8978.4,360,4650,3.371494253,2905.68,3659.92
Rapeseed & Mustard,Manipur,2020,29570,25341.49,857,4650,3.669310345,2359.38,3576.04
Rapeseed & Mustard,Meghalaya,2020,9886,9263.18,937,4650,13.48772989,3176.43,3362.45
Rapeseed & Mustard,Mizoram,2020,525,383.78,731,4650,4.523735632,3215.03,3987.4
Rapeseed & Mustard,Nagaland,2020,27510,28060.2,1020,4650,4.339712644,2652.42,3401.74
Rapeseed & Mustard,Odisha,2020,6870,1923.6,280,4650,4.300517241,3369.55,3677.93
Rapeseed & Mustard,Punjab,2020,31600,50402,1595,4650,1.616724138,2279.05,3330.08
Rapeseed & Mustard,Rajasthan,2020,2716816,4550666.8,1675,4650,1.255114943,2269,3529.791024
Rapeseed & Mustard,Sikkim,2020,3170,2783.26,878,4650,9.112873563,3209.99,3353.93
Rapeseed & Mustard,Tamil Nadu,2020,290,67.57,233,4650,2.749683908,2810.27,4148.32
Rapeseed & Mustard,Telangana,2020,2000,2420,1210,4650,3.69658046,2553.86,3319.77
Rapeseed & Mustard,Tripura,2020,7391,6274.96,849,4650,5.606178161,3102.59,3465.72
Rapeseed & Mustard,Uttar Pradesh,2020,701000,1008038,1438,4650,2.165373563,2315,3320.89
Rapeseed & Mustard,Uttarakhand,2020,16000,14048,878,4650,3.795,2597.35,3617.46
Rapeseed & Mustard,West Bengal,2020,592758,740947.5,1250,4650,5.26408046,2922,3280.86
Rice,Andaman And Nicobar Islands,2020,6256,13344.05,2133,1868,0,1641.02,2279.506667
Rice,Andhra Pradesh,2020,2323500,7882857.5,3393,1868,3.367614943,1000.81,3073.815667
Rice,Arunachal Pradesh,2020,133765,247079.53,1847,1868,7.532816092,1477.3,2409.596667
Rice,Assam,2020,2360470,5214761.44,2209,1868,6.03566092,1227.44,3383.860476
Rice,Bihar,2020,3020860,6746989.1,2233,1868,3.886293103,1193.89,3405.869571
Rice,Chandigarh,2020,80,440,5500,1868,2.492528736,1105.64,1807.92
Rice,Chhattisgarh,2020,3791000,7161199,1889,1868,4.031810345,1356.24,3169.093405
Rice,Chhattisgarh,2020,3791000,7161199,1889,1868,4.031810345,1356.24,3169.093405
Rice,Chhattisgarh,2020,3791000,7161199,1889,1868,4.031810345,1356.24,3169.093405
Rice,Dadra And Nagar Haveli,2020,15853,32942.53,2078,1868,6.606724138,1509.99,2597.163333
Rice,Delhi,2020,6171,19747.2,3200,1868,1.394885057,1113.82,1975.08
Rice,Goa,2020,32677,87340.88,2673,1868,11.63140805,1342.5,2164.16
Rice,Gujarat,2020,906630,2145700.02,2367,1868,2.988994253,1341.95,2074.708333
Rice,Haryana,2020,1327200,4424884.8,3334,1868,1.379454023,1033.17,2913
Rice,Himachal Pradesh,2020,68455,140469.66,2052,1868,2.65066092,1472.76,2286.906667
Rice,Jammu And Kashmir,2020,267580,581451.34,2173,1868,3.958965517,1365.52,2065.99
Rice,Jharkhand,2020,1411000,2752861,1951,1868,3.297471264,1535.4,2594.672
Rice,Karnataka,2020,1397100,4291746.3,3072,1868,3.477413793,1043.5,2732.203333
Rice,Kerala,2020,205040,633767.27,3091,1868,7.146005747,1007.29,1805.08
Rice,Madhya Pradesh,2020,2117000,4413790,2085,1868,2.917011494,1316.39,4135
Rice,Madhya Pradesh,2020,2117000,4413790,2085,1868,2.917011494,1316.39,2715
Rice,Madhya Pradesh,2020,2117000,4413790,2085,1868,2.917011494,1316.39,3407
Rice,Maharashtra,2020,1560570,3291663.57,2109,1868,3.371494253,1405.34,2656.165333
Rice,Manipur,2020,225770,602151.2,2667,1868,3.669310345,1396.91,2032.22
Rice,Meghalaya,2020,107597,295847.38,2750,1868,13.48772989,1306.88,1972.91
Rice,Mizoram,2020,35246,62187.59,1764,1868,4.523735632,1593.18,2545.516667
Rice,Nagaland,2020,218810,367388,1679,1868,4.339712644,1486.84,2214.716667
Rice,Odisha,2020,4038240,8810295.8,2182,1868,4.300517241,1185.11,3176.249571
Rice,Puducherry,2020,18147,50006.71,2756,1868,4.280287356,1311.04,1888.81
Rice,Punjab,2020,2928000,12783648,4366,1868,1.616724138,785.77,1835
Rice,Rajasthan,2020,231472,634001.81,2739,1868,1.255114943,1439.51,2148.99
Rice,Sikkim,2020,8702,16194.42,1861,1868,9.112873563,1594.59,2774.866667
Rice,Tamil Nadu,2020,2036240,6881163.07,3379,1868,2.749683908,1012.55,2910.406333
Rice,Telangana,2020,3186400,10217134.4,3206,1868,3.69658046,962.24,2765.635667
Rice,Tripura,2020,263793,803121.16,3045,1868,5.606178161,963.48,1880.67
Rice,Uttar Pradesh,2020,5678000,15520024,2733,1868,2.165373563,1040.01,2740.540333
Rice,Uttarakhand,2020,254000,714876,2814,1868,3.795,1398.39,1997.82
Rice,West Bengal,2020,5585629,16524436.28,2958,1868,5.26408046,988.65,2741.951
Safflower,Andhra Pradesh,2020,1000,490,490,5327,3.367614943,3794.84,7390.72
Safflower,Bihar,2020,91,73.98,813,5327,3.886293103,3117.66,6814.98
Safflower,Chhattisgarh,2020,69,28.15,408,5327,4.031810345,4085.21,7115.26
Safflower,Jharkhand,2020,729,453.44,622,5327,3.297471264,3790.43,7677.08
Safflower,Karnataka,2020,29000,19285,665,5327,3.477413793,1992,4549.94
Safflower,Maharashtra,2020,21400,12176.6,569,5327,3.371494253,4438,4591.36
Safflower,Odisha,2020,160,100,625,5327,4.300517241,4079.11,7108.48
Safflower,Telangana,2020,3000,2793,931,5327,3.69658046,3065.22,4460.73
Safflower,West Bengal,2020,18,11.16,620,5327,5.26408046,3981.16,7947.29
Sannhemp,Bihar,2020,238546.8557,579721.392,1277.931965,5833.26,3.886293103,4152.29,4636.93
Sannhemp,Chhattisgarh,2020,229672.2161,529915.474,1243.33022,5833.26,4.031810345,4153.45,4280
Sannhemp,Jammu And Kashmir,2020,234114.7934,554847.9388,1260.651591,5776.16,3.958965517,4169.13,4624.93
Sannhemp,Karnataka,2020,263483.121,719667.7598,1375.157129,5833.26,3.477413793,3781.06,4637.86
Sannhemp,Odisha,2020,213284.6262,437945.6598,1179.435884,5833.26,4.300517241,4074.7,4420.381667
Sannhemp,Rajasthan,2020,399014.1498,1480289.891,1903.58536,1834.78,1.255114943,1630.1,2276.74
Sannhemp,Uttar Pradesh,2020,343500.3347,1168737.351,1687.139965,3477.5,2.165373563,1787.8,2674.33
Sannhemp,West Bengal,2020,154519.9311,108148.6531,950.3154819,5840.46,5.26408046,3224.11,4163.31
Sesamum,Andaman And Nicobar Islands,2020,1.5,0.9,600,6855,0,5462.82,12167.17667
Sesamum,Andhra Pradesh,2020,36001,8712,242,6855,3.367614943,5752,8451.46
Sesamum,Arunachal Pradesh,2020,2060,1854,900,6855,7.532816092,3514.9,6026.94
Sesamum,Assam,2020,12128,8174.27,674,6855,6.03566092,3923.33,6315
Sesamum,Bihar,2020,1142,998.11,874,6855,3.886293103,3806.24,6273.56
Sesamum,Chhattisgarh,2020,13630,6078.98,446,6855,4.031810345,4875.69,7030.79
Sesamum,Gujarat,2020,173960,82283.08,473,6855,2.988994253,5912,9107
Sesamum,Haryana,2020,1740,783,450,6855,1.379454023,5521.79,9138
Sesamum,Himachal Pradesh,2020,1943,569.3,293,6855,2.65066092,5657.78,11358
Sesamum,Jammu And Kashmir,2020,2750,1105.5,402,6855,3.958965517,4895.86,7940.26
Sesamum,Jharkhand,2020,5647,2196.68,389,6855,3.297471264,5502.77,9921
Sesamum,Jharkhand,2020,5647,2196.68,389,6855,3.297471264,5502.77,8687.42
Sesamum,Karnataka,2020,22000,20262,921,6855,3.477413793,3689.06,7064.65
Sesamum,Kerala,2020,595,147.56,248,6855,7.146005747,4208.99,8704.17
Sesamum,Madhya Pradesh,2020,424000,195040,460,6855,2.917011494,3685,8639.365
Sesamum,Maharashtra,2020,28700,6514.9,227,6855,3.371494253,5676.22,9624
Sesamum,Meghalaya,2020,2386,2235.68,937,6855,13.48772989,3517.35,6245.55
Sesamum,Mizoram,2020,686,513.81,749,6855,4.523735632,3826.6,7320
Sesamum,Nagaland,2020,3750,2321.25,619,6855,4.339712644,4513.28,6241.87
Sesamum,Odisha,2020,21330,5268.51,247,6855,4.300517241,4793.75,6247
Sesamum,Puducherry,2020,188,153.03,814,6855,4.280287356,3717.75,7833.01
Sesamum,Punjab,2020,2500,960,384,6855,1.616724138,5495.95,8662.08
Sesamum,Rajasthan,2020,305879,126022.15,412,6855,1.255114943,5205,8875.440333
Sesamum,Tamil Nadu,2020,52690,34459.26,654,6855,2.749683908,5196.37,7464.508667
Sesamum,Telangana,2020,23000,14881,647,6855,3.69658046,4927.75,7071.522
Sesamum,Tripura,2020,5862,3968.57,677,6855,5.606178161,3920.34,5915.57
Sesamum,Uttar Pradesh,2020,317000,98270,310,6855,2.165373563,4516,8750.421667
Sesamum,Uttarakhand,2020,2000,530,265,6855,3.795,5347.13,9678.41
Sesamum,West Bengal,2020,259098,192509.81,743,6855,5.26408046,2823,6889.001667
Small Millets,Andhra Pradesh,2020,22000,19008,864,5840.46,3.367614943,3453.64,4960.87
Small Millets,Assam,2020,4973,3262.29,656,5837.26,6.03566092,3987.47,3689.24
Small Millets,Bihar,2020,2174,1637.02,753,5837.26,3.886293103,3759.72,4748.12
Small Millets,Chhattisgarh,2020,84620,21831.96,258,5837.26,4.031810345,4466.83,4761.974167
Small Millets,Gujarat,2020,8460,13036.86,1541,5510.18,2.988994253,3402.39,5061.38
Small Millets,Himachal Pradesh,2020,2405,2337.66,972,5805.96,2.65066092,3006.43,4599.135
Small Millets,Jammu And Kashmir,2020,8110,2141.04,264,5837.26,3.958965517,4513.03,4607.989167
Small Millets,Karnataka,2020,26000,20228,778,5837.26,3.477413793,3665.81,4627.32
Small Millets,Kerala,2020,50,37.25,745,5837.26,7.146005747,3687.08,7380.69
Small Millets,Madhya Pradesh,2020,78000,69420,890,5840.46,2.917011494,3120.71,5354.995833
Small Millets,Maharashtra,2020,37000,16724,452,5837.26,3.371494253,4289.54,4426.83
Small Millets,Meghalaya,2020,2893,2722.31,941,5840.46,13.48772989,3321.66,4140.57
Small Millets,Nagaland,2020,8830,9977.9,1130,5800.36,4.339712644,3526.82,4684.98
Small Millets,Odisha,2020,35250,18012.75,511,5837.26,4.300517241,4100.02,4116.26
Small Millets,Rajasthan,2020,6501,4290.66,660,5837.26,1.255114943,4183.87,5055.808333
Small Millets,Tamil Nadu,2020,24470,30514.09,1247,5835.06,2.749683908,3743.91,5032.5625
Small Millets,Telangana,2020,0,0,0,5837.26,3.69658046,4542.25,5323.05
Small Millets,Tripura,2020,1617,1295.22,801,5842.11,5.606178161,3474.01,4735.16
Small Millets,Uttar Pradesh,2020,12000,9180,765,5837.26,2.165373563,3597.15,4963.978333
Small Millets,Uttarakhand,2020,49000,71001,1449,5833.26,3.795,4289.05,4807.61
Small Millets,West Bengal,2020,761,382.02,502,5837.26,5.26408046,3928.25,7735.37
Soybean,Andhra Pradesh,2020,2000,3088,1544,3880,3.367614943,2101.15,2802.96
Soybean,Arunachal Pradesh,2020,3139,4476.21,1426,3880,7.532816092,2841.36,2738.14
Soybean,Bihar,2020,24756,11437.27,462,3880,3.886293103,2656.04,2936.73
Soybean,Chhattisgarh,2020,68880,50557.92,734,3880,4.031810345,2679,2668.52
Soybean,Gujarat,2020,149170,202423.69,1357,3880,2.988994253,2242.64,3000.03
Soybean,Himachal Pradesh,2020,517,413.08,799,3880,2.65066092,2580.89,2890.37
Soybean,Jharkhand,2020,997,744.76,747,3880,3.297471264,2517.03,3321.09
Soybean,Karnataka,2020,311000,376932,1212,3880,3.477413793,2621.67,3055.42
Soybean,Madhya Pradesh,2020,6674000,4264686,639,3880,2.917011494,1984,2940.13119
Soybean,Maharashtra,2020,4289700,6262962,1460,3880,3.371494253,2777,3587.558238
Soybean,Manipur,2020,4904,4286.1,874,3880,3.669310345,2522.19,2860.2
Soybean,Meghalaya,2020,1878,3590.74,1912,3880,13.48772989,2651.67,2828.12
Soybean,Mizoram,2020,1249,1979.67,1585,3880,4.523735632,2382.26,3028.07
Soybean,Nagaland,2020,25190,31865.35,1265,3880,4.339712644,2645.1,2455.44
Soybean,Rajasthan,2020,1129697,1094676.39,969,3880,1.255114943,2378,2756.3375
Soybean,Sikkim,2020,2957,2886.03,976,3880,9.112873563,2992.3,2734.53
Soybean,Telangana,2020,162000,243486,1503,3880,3.69658046,1883.89,3039.88
Soybean,Uttar Pradesh,2020,58000,39846,687,3880,2.165373563,2468.56,2652.07
Soybean,Uttarakhand,2020,8000,9752,1219,3880,3.795,2543.67,2729.95
Soybean,West Bengal,2020,244,206.91,848,3880,5.26408046,2883.19,2898.03
Sugarcane,Andaman And Nicobar Islands,2020,0,0,0,285,0,1437.28,1626.49
Sugarcane,Andhra Pradesh,2020,55000,4138640,75248,285,3.367614943,184,324.82
Sugarcane,Arunachal Pradesh,2020,2151,46437.94,21589,285,7.532816092,652.38,2446.33
Sugarcane,Assam,2020,30496,1093129.12,35845,285,6.03566092,619.72,1352
Sugarcane,Bihar,2020,221119,12109803.15,54766,285,3.886293103,139.51,471.81
Sugarcane,Chhattisgarh,2020,31550,1756388.5,55670,285,4.031810345,167.83,490.19
Sugarcane,Goa,2020,545,35633,65382,285,11.63140805,166.11,300
Sugarcane,Gujarat,2020,219260,16954718.02,77327,285,2.988994253,152.28,356.22
Sugarcane,Haryana,2020,99000,8531721,86179,285,1.379454023,143.64,399
Sugarcane,Himachal Pradesh,2020,1468,22676.2,15447,285,2.65066092,658.66,1450.37
Sugarcane,Jammu And Kashmir,2020,38,84.47,2223,285,3.958965517,1011.32,1823.89
Sugarcane,Karnataka,2020,443000,42528000,96000,285,3.477413793,122,376.72
Sugarcane,Kerala,2020,921,106661.01,115810,285,7.146005747,185.4,3429.4
Sugarcane,Madhya Pradesh,2020,95000,5440650,57270,285,2.917011494,161.37,567.39
Sugarcane,Maharashtra,2020,1142800,105137600,92000,285,3.371494253,136,376.72
Sugarcane,Manipur,2020,4940,279411.34,56561,285,3.669310345,169.17,800
Sugarcane,Meghalaya,2020,130,390,3000,285,13.48772989,643.74,1768.36
Sugarcane,Mizoram,2020,1377,42959.65,31198,285,4.523735632,635.49,2165
Sugarcane,Nagaland,2020,4460,203019.2,45520,285,4.339712644,165.72,1435.42
Sugarcane,Odisha,2020,7000,381311,54473,285,4.300517241,165.72,359
Sugarcane,Puducherry,2020,1336,187040,140000,285,4.280287356,185.4,3395.41
Sugarcane,Punjab,2020,89300,7487001.3,83841,285,1.616724138,144.3,310
Sugarcane,Rajasthan,2020,4977,393735.45,79111,285,1.255114943,189.97,385.79
Sugarcane,Tamil Nadu,2020,127700,13284631,104030,285,2.749683908,199,376.28
Sugarcane,Telangana,2020,22000,1750980,79590,285,3.69658046,163.57,324.6
Sugarcane,Tripura,2020,860,48577.96,56486,285,5.606178161,166.11,806.69
Sugarcane,Uttar Pradesh,2020,2180000,178339260,81807,285,2.165373563,165,361.03
Sugarcane,Uttarakhand,2020,46000,3680000,80000,285,3.795,134,327.67
Sugarcane,West Bengal,2020,18803,1418253.88,75427,285,5.26408046,164.09,324.5
Sunflower,Andhra Pradesh,2020,12000,8300,692,5885,3.367614943,4293.86,4725.23
Sunflower,Arunachal Pradesh,2020,575,478.98,833,5885,7.532816092,3431.41,6993.03
Sunflower,Bihar,2020,6913,9852.82,1425,5885,3.886293103,4237.26,4710.04
Sunflower,Chhattisgarh,2020,10,7.02,702,5885,4.031810345,4265.12,7476.67
Sunflower,Gujarat,2020,180,351.54,1953,5885,2.988994253,3832.09,7875.6
Sunflower,Haryana,2020,12290,24629.16,2004,5885,1.379454023,3605.76,4868.982
Sunflower,Jharkhand,2020,274,162.95,595,5885,3.297471264,4364.6,8587.44
Sunflower,Karnataka,2020,120000,107725,898,5885,3.477413793,3350.11,5047.831667
Sunflower,Kerala,2020,1,0.3,300,5885,7.146005747,4118.05,8000.99
Sunflower,Maharashtra,2020,26050,12148.65,466,5885,3.371494253,4354.58,3480
Sunflower,Nagaland,2020,2730,1770.48,649,5885,4.339712644,4262.05,4066.3
Sunflower,Odisha,2020,18130,24489.67,1351,5885,4.300517241,4160.97,4278.86
Sunflower,Punjab,2020,2400,4488,1870,5885,1.616724138,3597.64,4372.535333
Sunflower,Tamil Nadu,2020,5840,3183.96,545,5885,2.749683908,4390.04,4438.803
Sunflower,Telangana,2020,7000,16394,2342,5885,3.69658046,4239.68,4508.11
Sunflower,Uttar Pradesh,2020,4000,5488,1372,5885,2.165373563,3744.43,4288.495333
Sunflower,West Bengal,2020,7308,8572.28,1173,5885,5.26408046,3713.53,4195.52
Tobacco,Andhra Pradesh,2020,426582.7389,3319789.528,9817.032397,1960.77,3.367614943,1162.28,9528.53
Tobacco,Assam,2020,263866.9925,2406602.35,9182.612407,1960.77,6.03566092,1059.78,8501
Tobacco,Bihar,2020,394950.1865,3142262.51,9693.698767,1960.77,3.886293103,1147.78,14036.54
Tobacco,Chhattisgarh,2020,386075.5469,3092456.592,9659.097022,1960.77,4.031810345,1122.41,13284
Tobacco,Gujarat,2020,449673.6259,3449379.334,9907.062529,1960.77,2.988994253,1153.41,5364
Tobacco,Karnataka,2020,419886.4518,3282208.878,9790.923931,1960.77,3.477413793,1167.97,12089.8
Tobacco,Kerala,2020,196150.548,2026566.672,8918.589612,1960.77,7.146005747,1008.66,10963.66
Tobacco,Maharashtra,2020,426346.152,3318461.764,9816.109957,1960.77,3.371494253,1162.28,9528.53
Tobacco,Meghalaya,2020,-190611.2941,-144003.5593,7410.625882,2842.73,13.48772989,1424.62,14068.92
Tobacco,Mizoram,2020,356074.5683,2924086.231,9542.124812,1960.77,4.523735632,1103.29,38107
Tobacco,Odisha,2020,369687.957,3000486.778,9595.202686,1960.77,4.300517241,1105.76,21341.05
Tobacco,Tamil Nadu,2020,464268.4124,3531287.644,9963.966821,1960.77,2.749683908,1159.16,7346.876429
Tobacco,Telangana,2020,406520.165,3207195.107,9738.809494,1960.77,3.69658046,1153.86,14210.01
Tobacco,Uttar Pradesh,2020,499903.6656,3731278.469,10102.90677,1960.77,2.165373563,1157.15,6991.936429
Tobacco,West Bengal,2020,310923.262,2670689.771,9366.082284,1960.77,5.26408046,1037.58,29886.99
Tur,Andaman And Nicobar Islands,2020,2.1,0.21,100,6000,0,4639.56,7069.08
Tur,Andhra Pradesh,2020,231000,83853,363,6000,3.367614943,4486.52,5357.498333
Tur,Arunachal Pradesh,2020,0,0,0,6000,7.532816092,4185.37,5809.7
Tur,Assam,2020,6037,5167.67,856,6000,6.03566092,3366.17,4493.58
Tur,Bihar,2020,14603,23452.42,1606,6000,3.886293103,4215.1,4805.16
Tur,Chhattisgarh,2020,45360,27170.64,599,6000,4.031810345,4350.13,4570.301667
Tur,Gujarat,2020,241020,285849.72,1186,6000,2.988994253,3728.14,4865.734167
Tur,Haryana,2020,820,1025,1250,6000,1.379454023,3772.57,4770.91
Tur,Himachal Pradesh,2020,8,7,875,6000,2.65066092,3265.05,9125
Tur,Jharkhand,2020,235390,259870.56,1104,6000,3.297471264,3460.1,4927.285
Tur,Karnataka,2020,1631000,1237929,759,6000,3.477413793,3077.69,4725.456167
Tur,Kerala,2020,201,331.05,1647,6000,7.146005747,3965.5,7041.45
Tur,Madhya Pradesh,2020,219000,285795,1305,6000,2.917011494,4096.02,5010.425833
Tur,Maharashtra,2020,1274020,1327528.84,1042,6000,3.371494253,2942.67,4489.496167
Tur,Manipur,2020,560,570.08,1018,6000,3.669310345,3652.25,6646.12
Tur,Meghalaya,2020,1189,1548.08,1302,6000,13.48772989,4086.63,4255.6
Tur,Mizoram,2020,404,416.12,1030,6000,4.523735632,3505.62,7026.94
Tur,Nagaland,2020,3210,2949.99,919,6000,4.339712644,3382.35,4014.53
Tur,Odisha,2020,129690,151218.54,1166,6000,4.300517241,3771.41,4516.951667
